country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Montenegro,2005,female,35-54 years,9,86115,0.75,"2,257,174,481"
Montenegro,2005,female,25-34 years,3,44869,0.75,"2,257,174,481"
Montenegro,2005,female,15-24 years,2,48228,0.75,"2,257,174,481"
Montenegro,2005,male,15-24 years,2,50447,0.75,"2,257,174,481"
Montenegro,2005,female,5-14 years,,41763,0.75,"2,257,174,481"
Montenegro,2005,male,5-14 years,,44778,0.75,"2,257,174,481"
Montenegro,2006,female,15-24 years,,47824,,"2,721,904,403"
Montenegro,2006,female,25-34 years,,45421,,"2,721,904,403"
Montenegro,2006,female,35-54 years,,86005,,"2,721,904,403"
Montenegro,2006,female,5-14 years,,41138,,"2,721,904,403"
Montenegro,2006,female,55-74 years,,61112,,"2,721,904,403"
Montenegro,2006,female,75+ years,,16606,,"2,721,904,403"
Montenegro,2006,male,15-24 years,,50183,,"2,721,904,403"
Montenegro,2006,male,25-34 years,,44741,,"2,721,904,403"
Montenegro,2006,male,35-54 years,,85461,,"2,721,904,403"
Montenegro,2006,male,5-14 years,,44115,,"2,721,904,403"
Montenegro,2006,male,55-74 years,,51354,,"2,721,904,403"
Montenegro,2006,male,75+ years,,10925,,"2,721,904,403"
Montenegro,2007,male,75+ years,15,11416,,"3,680,710,375"
Montenegro,2007,male,55-74 years,29,52283,,"3,680,710,375"
Montenegro,2007,female,75+ years,7,17124,,"3,680,710,375"
Montenegro,2007,male,35-54 years,27,85387,,"3,680,710,375"
Montenegro,2007,male,25-34 years,12,45516,,"3,680,710,375"
Montenegro,2007,female,55-74 years,12,61941,,"3,680,710,375"
Montenegro,2007,female,35-54 years,1,86182,,"3,680,710,375"
Montenegro,2007,male,15-24 years,5,49885,,"3,680,710,375"
Montenegro,2007,female,25-34 years,3,46000,,"3,680,710,375"
Montenegro,2007,male,5-14 years,1,43529,,"3,680,710,375"
Montenegro,2007,female,15-24 years,,47411,,"3,680,710,375"
Montenegro,2007,female,5-14 years,,40570,,"3,680,710,375"
Montenegro,2008,male,75+ years,9,11937,,"4,545,674,528"
Montenegro,2008,male,55-74 years,3,53422,,"4,545,674,528"
Montenegro,2008,female,75+ years,1,17836,,"4,545,674,528"
Montenegro,2008,male,35-54 years,22,85049,,"4,545,674,528"
Montenegro,2008,female,55-74 years,15,62838,,"4,545,674,528"
Montenegro,2008,male,25-34 years,9,46505,,"4,545,674,528"
Montenegro,2008,female,35-54 years,15,86228,,"4,545,674,528"
Montenegro,2008,male,15-24 years,7,49423,,"4,545,674,528"
Montenegro,2008,female,25-34 years,5,46653,,"4,545,674,528"
Montenegro,2008,male,5-14 years,3,43139,,"4,545,674,528"
Montenegro,2008,female,15-24 years,1,46646,,"4,545,674,528"
Montenegro,2008,female,5-14 years,,40277,,"4,545,674,528"
Montenegro,2009,male,75+ years,15,12568,,"4,159,330,370"
Montenegro,2009,male,55-74 years,23,54561,,"4,159,330,370"
Montenegro,2009,male,35-54 years,34,84584,,"4,159,330,370"
Montenegro,2009,female,75+ years,5,18663,,"4,159,330,370"
Montenegro,2009,female,55-74 years,12,63879,,"4,159,330,370"
Montenegro,2009,female,35-54 years,1,86065,,"4,159,330,370"
Montenegro,2009,male,15-24 years,3,48709,,"4,159,330,370"
Montenegro,2009,female,25-34 years,2,47127,,"4,159,330,370"
Montenegro,2009,male,5-14 years,1,42803,,"4,159,330,370"
Montenegro,2009,female,15-24 years,1,45885,,"4,159,330,370"
Montenegro,2009,male,25-34 years,1,47403,,"4,159,330,370"
Montenegro,2009,female,5-14 years,,39987,,"4,159,330,370"
Netherlands,1985,male,75+ years,16,258800,0.799,"142,009,922,306"
Netherlands,1985,male,55-74 years,256,1108000,0.799,"142,009,922,306"
Netherlands,1985,male,35-54 years,333,1877900,0.799,"142,009,922,306"
Netherlands,1985,male,25-34 years,212,1202800,0.799,"142,009,922,306"
Netherlands,1985,female,55-74 years,195,1297300,0.799,"142,009,922,306"
Netherlands,1985,female,35-54 years,197,1792300,0.799,"142,009,922,306"
Netherlands,1985,female,75+ years,51,474300,0.799,"142,009,922,306"
Netherlands,1985,male,15-24 years,136,1278200,0.799,"142,009,922,306"
Netherlands,1985,female,25-34 years,17,1156600,0.799,"142,009,922,306"
Netherlands,1985,female,15-24 years,38,1226200,0.799,"142,009,922,306"
Netherlands,1985,male,5-14 years,5,995000,0.799,"142,009,922,306"
Netherlands,1985,female,5-14 years,2,950900,0.799,"142,009,922,306"
Netherlands,1986,male,75+ years,112,261600,,"198,298,498,021"
Netherlands,1986,male,55-74 years,267,1121600,,"198,298,498,021"
Netherlands,1986,male,35-54 years,327,1912900,,"198,298,498,021"
Netherlands,1986,male,25-34 years,185,1217600,,"198,298,498,021"
Netherlands,1986,female,55-74 years,171,1308200,,"198,298,498,021"
Netherlands,1986,female,75+ years,63,486100,,"198,298,498,021"
Netherlands,1986,female,35-54 years,22,1825100,,"198,298,498,021"
Netherlands,1986,female,25-34 years,17,1171300,,"198,298,498,021"
Netherlands,1986,male,15-24 years,14,1276700,,"198,298,498,021"
Netherlands,1986,female,15-24 years,44,1224400,,"198,298,498,021"
Netherlands,1986,male,5-14 years,3,966300,,"198,298,498,021"
Netherlands,1986,female,5-14 years,1,923700,,"198,298,498,021"
Netherlands,1987,male,75+ years,111,265500,,"241,918,791,123"
Netherlands,1987,male,55-74 years,246,1134600,,"241,918,791,123"
Netherlands,1987,male,35-54 years,329,1950400,,"241,918,791,123"
Netherlands,1987,male,25-34 years,189,1233700,,"241,918,791,123"
Netherlands,1987,female,55-74 years,189,1318400,,"241,918,791,123"
Netherlands,1987,female,75+ years,66,499000,,"241,918,791,123"
Netherlands,1987,female,35-54 years,21,1860400,,"241,918,791,123"
Netherlands,1987,female,25-34 years,111,1186400,,"241,918,791,123"
Netherlands,1987,male,15-24 years,117,1268600,,"241,918,791,123"
Netherlands,1987,female,15-24 years,44,1216200,,"241,918,791,123"
Netherlands,1987,male,5-14 years,3,942700,,"241,918,791,123"
Netherlands,1987,female,5-14 years,1,901100,,"241,918,791,123"
Netherlands,1988,male,75+ years,112,270900,,"258,567,751,143"
Netherlands,1988,male,55-74 years,235,1145800,,"258,567,751,143"
Netherlands,1988,male,25-34 years,22,1251700,,"258,567,751,143"
Netherlands,1988,male,35-54 years,39,1988500,,"258,567,751,143"
Netherlands,1988,female,55-74 years,18,1325500,,"258,567,751,143"
Netherlands,1988,female,75+ years,55,513300,,"258,567,751,143"
Netherlands,1988,female,35-54 years,192,1897600,,"258,567,751,143"
Netherlands,1988,female,25-34 years,1,1201900,,"258,567,751,143"
Netherlands,1988,male,15-24 years,12,1250800,,"258,567,751,143"
Netherlands,1988,female,15-24 years,29,1200100,,"258,567,751,143"
Netherlands,1988,male,5-14 years,5,925400,,"258,567,751,143"
Netherlands,1988,female,5-14 years,2,884200,,"258,567,751,143"
Netherlands,1989,male,75+ years,8,275900,,"255,039,560,740"
Netherlands,1989,male,55-74 years,236,1155700,,"255,039,560,740"
Netherlands,1989,male,35-54 years,33,2026600,,"255,039,560,740"
Netherlands,1989,male,25-34 years,195,1269800,,"255,039,560,740"
Netherlands,1989,female,55-74 years,173,1330900,,"255,039,560,740"
Netherlands,1989,female,75+ years,57,526200,,"255,039,560,740"
Netherlands,1989,female,35-54 years,196,1935400,,"255,039,560,740"
Netherlands,1989,male,15-24 years,19,1224000,,"255,039,560,740"
Netherlands,1989,female,25-34 years,88,1218500,,"255,039,560,740"
Netherlands,1989,female,15-24 years,52,1175200,,"255,039,560,740"
Netherlands,1989,male,5-14 years,3,916100,,"255,039,560,740"
Netherlands,1989,female,5-14 years,1,875000,,"255,039,560,740"
Netherlands,1990,male,75+ years,95,279100,0.829,"314,267,667,675"
Netherlands,1990,male,25-34 years,24,1287400,0.829,"314,267,667,675"
Netherlands,1990,male,55-74 years,185,1167900,0.829,"314,267,667,675"
Netherlands,1990,male,35-54 years,322,2065400,0.829,"314,267,667,675"
Netherlands,1990,female,75+ years,8,535700,0.829,"314,267,667,675"
Netherlands,1990,female,55-74 years,145,1338000,0.829,"314,267,667,675"
Netherlands,1990,female,35-54 years,184,1976000,0.829,"314,267,667,675"
Netherlands,1990,male,15-24 years,98,1195500,0.829,"314,267,667,675"
Netherlands,1990,female,25-34 years,89,1232600,0.829,"314,267,667,675"
Netherlands,1990,female,15-24 years,41,1147300,0.829,"314,267,667,675"
Netherlands,1990,male,5-14 years,5,915200,0.829,"314,267,667,675"
Netherlands,1990,female,5-14 years,2,874200,0.829,"314,267,667,675"
Netherlands,1991,male,75+ years,119,282200,,"323,320,449,906"
Netherlands,1991,male,55-74 years,225,1181700,,"323,320,449,906"
Netherlands,1991,male,35-54 years,374,2106700,,"323,320,449,906"
Netherlands,1991,male,25-34 years,198,1305600,,"323,320,449,906"
Netherlands,1991,female,55-74 years,179,1346300,,"323,320,449,906"
Netherlands,1991,female,75+ years,62,544800,,"323,320,449,906"
Netherlands,1991,male,15-24 years,114,1167200,,"323,320,449,906"
Netherlands,1991,female,35-54 years,19,2017700,,"323,320,449,906"
Netherlands,1991,female,25-34 years,17,1245900,,"323,320,449,906"
Netherlands,1991,female,15-24 years,4,1119900,,"323,320,449,906"
Netherlands,1991,male,5-14 years,3,918500,,"323,320,449,906"
Netherlands,1991,female,5-14 years,,878300,,"323,320,449,906"
Netherlands,1992,male,75+ years,16,285300,,"358,330,385,840"
Netherlands,1992,male,55-74 years,242,1196700,,"358,330,385,840"
Netherlands,1992,male,35-54 years,381,2149600,,"358,330,385,840"
Netherlands,1992,male,25-34 years,28,1318100,,"358,330,385,840"
Netherlands,1992,female,75+ years,68,552700,,"358,330,385,840"
Netherlands,1992,female,35-54 years,214,2061000,,"358,330,385,840"
Netherlands,1992,female,55-74 years,137,1355000,,"358,330,385,840"
Netherlands,1992,male,15-24 years,13,1138000,,"358,330,385,840"
Netherlands,1992,female,25-34 years,84,1256200,,"358,330,385,840"
Netherlands,1992,female,15-24 years,41,1093300,,"358,330,385,840"
Netherlands,1992,female,5-14 years,2,885700,,"358,330,385,840"
Netherlands,1992,male,5-14 years,1,925300,,"358,330,385,840"
Netherlands,1993,male,75+ years,86,287400,,"349,037,818,106"
Netherlands,1993,male,55-74 years,239,1213500,,"349,037,818,106"
Netherlands,1993,male,35-54 years,361,2191300,,"349,037,818,106"
Netherlands,1993,male,25-34 years,216,1327900,,"349,037,818,106"
Netherlands,1993,female,75+ years,7,558500,,"349,037,818,106"
Netherlands,1993,male,15-24 years,115,1107600,,"349,037,818,106"
Netherlands,1993,female,55-74 years,141,1366000,,"349,037,818,106"
Netherlands,1993,female,35-54 years,195,2103800,,"349,037,818,106"
Netherlands,1993,female,25-34 years,9,1265300,,"349,037,818,106"
Netherlands,1993,female,15-24 years,37,1065900,,"349,037,818,106"
Netherlands,1993,male,5-14 years,3,933300,,"349,037,818,106"
Netherlands,1993,female,5-14 years,2,893100,,"349,037,818,106"
Netherlands,1994,male,75+ years,98,289300,,"374,291,430,318"
Netherlands,1994,male,55-74 years,254,1232600,,"374,291,430,318"
Netherlands,1994,male,35-54 years,415,2231800,,"374,291,430,318"
Netherlands,1994,male,25-34 years,216,1335500,,"374,291,430,318"
Netherlands,1994,female,75+ years,53,563200,,"374,291,430,318"
Netherlands,1994,female,35-54 years,198,2145300,,"374,291,430,318"
Netherlands,1994,male,15-24 years,98,1072500,,"374,291,430,318"
Netherlands,1994,female,55-74 years,122,1379300,,"374,291,430,318"
Netherlands,1994,female,25-34 years,84,1273100,,"374,291,430,318"
Netherlands,1994,female,15-24 years,42,1033300,,"374,291,430,318"
Netherlands,1994,male,5-14 years,3,941100,,"374,291,430,318"
Netherlands,1994,female,5-14 years,1,900700,,"374,291,430,318"
Netherlands,1995,male,75+ years,76,295400,0.861,"446,528,959,649"
Netherlands,1995,male,55-74 years,226,1249500,0.861,"446,528,959,649"
Netherlands,1995,male,35-54 years,44,2270500,0.861,"446,528,959,649"
Netherlands,1995,male,25-34 years,194,1339800,0.861,"446,528,959,649"
Netherlands,1995,female,75+ years,57,573300,0.861,"446,528,959,649"
Netherlands,1995,male,15-24 years,95,1036300,0.861,"446,528,959,649"
Netherlands,1995,female,55-74 years,127,1388600,0.861,"446,528,959,649"
Netherlands,1995,female,35-54 years,198,2185200,0.861,"446,528,959,649"
Netherlands,1995,female,25-34 years,84,1278100,0.861,"446,528,959,649"
Netherlands,1995,female,15-24 years,44,999100,0.861,"446,528,959,649"
Netherlands,1995,male,5-14 years,5,949500,0.861,"446,528,959,649"
Netherlands,1995,female,5-14 years,1,908700,0.861,"446,528,959,649"
Netherlands,1996,male,75+ years,12,303800,,"445,704,575,163"
Netherlands,1996,male,35-54 years,419,2308800,,"445,704,575,163"
Netherlands,1996,male,25-34 years,226,1336900,,"445,704,575,163"
Netherlands,1996,male,55-74 years,27,1263600,,"445,704,575,163"
Netherlands,1996,female,75+ years,64,586600,,"445,704,575,163"
Netherlands,1996,female,55-74 years,147,1393200,,"445,704,575,163"
Netherlands,1996,female,35-54 years,195,2226800,,"445,704,575,163"
Netherlands,1996,male,15-24 years,85,1006800,,"445,704,575,163"
Netherlands,1996,female,25-34 years,89,1277700,,"445,704,575,163"
Netherlands,1996,female,15-24 years,38,971700,,"445,704,575,163"
Netherlands,1996,male,5-14 years,4,959800,,"445,704,575,163"
Netherlands,1996,female,5-14 years,1,918000,,"445,704,575,163"
Netherlands,1997,male,75+ years,16,311700,,"412,199,006,099"
Netherlands,1997,male,35-54 years,398,2348800,,"412,199,006,099"
Netherlands,1997,male,55-74 years,26,1279200,,"412,199,006,099"
Netherlands,1997,male,25-34 years,21,1327000,,"412,199,006,099"
Netherlands,1997,female,75+ years,7,598400,,"412,199,006,099"
Netherlands,1997,male,15-24 years,111,982900,,"412,199,006,099"
Netherlands,1997,female,55-74 years,136,1399300,,"412,199,006,099"
Netherlands,1997,female,35-54 years,195,2270400,,"412,199,006,099"
Netherlands,1997,female,25-34 years,87,1271400,,"412,199,006,099"
Netherlands,1997,female,15-24 years,42,949700,,"412,199,006,099"
Netherlands,1997,male,5-14 years,11,971900,,"412,199,006,099"
Netherlands,1997,female,5-14 years,,929200,,"412,199,006,099"
Netherlands,1998,male,75+ years,11,320300,,"432,476,116,419"
Netherlands,1998,male,25-34 years,226,1308900,,"432,476,116,419"
Netherlands,1998,male,55-74 years,25,1300000,,"432,476,116,419"
Netherlands,1998,male,35-54 years,375,2387900,,"432,476,116,419"
Netherlands,1998,female,75+ years,65,610000,,"432,476,116,419"
Netherlands,1998,female,55-74 years,139,1410200,,"432,476,116,419"
Netherlands,1998,male,15-24 years,89,967100,,"432,476,116,419"
Netherlands,1998,female,35-54 years,211,2311100,,"432,476,116,419"
Netherlands,1998,female,25-34 years,78,1258000,,"432,476,116,419"
Netherlands,1998,female,15-24 years,21,934500,,"432,476,116,419"
Netherlands,1998,male,5-14 years,6,984900,,"432,476,116,419"
Netherlands,1998,female,5-14 years,3,941700,,"432,476,116,419"
Netherlands,1999,male,75+ years,89,328400,,"441,975,282,335"
Netherlands,1999,male,35-54 years,427,2424400,,"441,975,282,335"
Netherlands,1999,male,55-74 years,218,1326500,,"441,975,282,335"
Netherlands,1999,male,25-34 years,193,1281700,,"441,975,282,335"
Netherlands,1999,female,75+ years,58,620800,,"441,975,282,335"
Netherlands,1999,female,55-74 years,123,1426700,,"441,975,282,335"
Netherlands,1999,male,15-24 years,82,960000,,"441,975,282,335"
Netherlands,1999,female,35-54 years,196,2348600,,"441,975,282,335"
Netherlands,1999,female,25-34 years,8,1236700,,"441,975,282,335"
Netherlands,1999,female,15-24 years,41,927300,,"441,975,282,335"
Netherlands,1999,male,5-14 years,7,997200,,"441,975,282,335"
Netherlands,1999,female,5-14 years,5,953700,,"441,975,282,335"
Netherlands,2000,male,75+ years,95,335400,0.877,"412,807,259,996"
Netherlands,2000,male,35-54 years,44,2462006,0.877,"412,807,259,996"
Netherlands,2000,male,55-74 years,28,1354147,0.877,"412,807,259,996"
Netherlands,2000,male,25-34 years,162,1251135,0.877,"412,807,259,996"
Netherlands,2000,female,55-74 years,146,1444755,0.877,"412,807,259,996"
Netherlands,2000,male,15-24 years,9,960741,0.877,"412,807,259,996"
Netherlands,2000,female,35-54 years,221,2386392,0.877,"412,807,259,996"
Netherlands,2000,female,75+ years,49,629463,0.877,"412,807,259,996"
Netherlands,2000,female,25-34 years,67,1212404,0.877,"412,807,259,996"
Netherlands,2000,female,15-24 years,18,927539,0.877,"412,807,259,996"
Netherlands,2000,male,5-14 years,5,1006683,0.877,"412,807,259,996"
Netherlands,2000,female,5-14 years,,962570,0.877,"412,807,259,996"
Netherlands,2001,male,75+ years,95,342815,,"426,573,601,790"
Netherlands,2001,male,35-54 years,452,2481934,,"426,573,601,790"
Netherlands,2001,male,25-34 years,183,1222239,,"426,573,601,790"
Netherlands,2001,male,55-74 years,28,1397177,,"426,573,601,790"
Netherlands,2001,female,35-54 years,29,2406952,,"426,573,601,790"
Netherlands,2001,female,75+ years,54,636833,,"426,573,601,790"
Netherlands,2001,male,15-24 years,71,968251,,"426,573,601,790"
Netherlands,2001,female,55-74 years,16,1478539,,"426,573,601,790"
Netherlands,2001,female,25-34 years,61,1188832,,"426,573,601,790"
Netherlands,2001,female,15-24 years,32,934725,,"426,573,601,790"
Netherlands,2001,female,5-14 years,2,967153,,"426,573,601,790"
Netherlands,2001,male,5-14 years,1,1012887,,"426,573,601,790"
Netherlands,2002,male,75+ years,9,350179,,"465,368,906,456"
Netherlands,2002,male,35-54 years,482,2481771,,"465,368,906,456"
Netherlands,2002,male,55-74 years,227,1454558,,"465,368,906,456"
Netherlands,2002,male,25-34 years,179,1191890,,"465,368,906,456"
Netherlands,2002,female,55-74 years,148,1527586,,"465,368,906,456"
Netherlands,2002,female,35-54 years,218,2409590,,"465,368,906,456"
Netherlands,2002,female,75+ years,56,642771,,"465,368,906,456"
Netherlands,2002,male,15-24 years,8,978378,,"465,368,906,456"
Netherlands,2002,female,25-34 years,57,1164180,,"465,368,906,456"
Netherlands,2002,female,15-24 years,26,943864,,"465,368,906,456"
Netherlands,2002,male,5-14 years,5,1015880,,"465,368,906,456"
Netherlands,2002,female,5-14 years,2,969671,,"465,368,906,456"
Netherlands,2003,male,75+ years,78,357715,,"571,863,431,151"
Netherlands,2003,male,35-54 years,459,2483688,,"571,863,431,151"
Netherlands,2003,male,55-74 years,246,1504780,,"571,863,431,151"
Netherlands,2003,male,25-34 years,165,1157639,,"571,863,431,151"
Netherlands,2003,female,75+ years,71,648808,,"571,863,431,151"
Netherlands,2003,female,55-74 years,142,1570271,,"571,863,431,151"
Netherlands,2003,female,35-54 years,193,2416242,,"571,863,431,151"
Netherlands,2003,male,15-24 years,68,985449,,"571,863,431,151"
Netherlands,2003,female,25-34 years,48,1137043,,"571,863,431,151"
Netherlands,2003,female,15-24 years,29,950780,,"571,863,431,151"
Netherlands,2003,male,5-14 years,2,1018379,,"571,863,431,151"
Netherlands,2003,female,5-14 years,1,972603,,"571,863,431,151"
Netherlands,2004,male,75+ years,83,366987,,"650,532,654,582"
Netherlands,2004,male,35-54 years,489,2492028,,"650,532,654,582"
Netherlands,2004,male,55-74 years,23,1548535,,"650,532,654,582"
Netherlands,2004,male,25-34 years,141,1118373,,"650,532,654,582"
Netherlands,2004,female,35-54 years,231,2430075,,"650,532,654,582"
Netherlands,2004,female,75+ years,6,656752,,"650,532,654,582"
Netherlands,2004,female,55-74 years,132,1606894,,"650,532,654,582"
Netherlands,2004,male,15-24 years,72,988827,,"650,532,654,582"
Netherlands,2004,female,25-34 years,42,1105273,,"650,532,654,582"
Netherlands,2004,female,15-24 years,25,955899,,"650,532,654,582"
Netherlands,2004,male,5-14 years,7,1021382,,"650,532,654,582"
Netherlands,2004,female,5-14 years,2,974836,,"650,532,654,582"
Netherlands,2005,male,75+ years,8,377913,0.891,"678,533,764,457"
Netherlands,2005,male,35-54 years,53,2502562,0.891,"678,533,764,457"
Netherlands,2005,male,55-74 years,258,1587471,0.891,"678,533,764,457"
Netherlands,2005,male,25-34 years,144,1078642,0.891,"678,533,764,457"
Netherlands,2005,female,35-54 years,228,2446316,0.891,"678,533,764,457"
Netherlands,2005,female,55-74 years,134,1639946,0.891,"678,533,764,457"
Netherlands,2005,male,15-24 years,78,992090,0.891,"678,533,764,457"
Netherlands,2005,female,75+ years,48,666329,0.891,"678,533,764,457"
Netherlands,2005,female,25-34 years,55,1071944,0.891,"678,533,764,457"
Netherlands,2005,female,15-24 years,33,960181,0.891,"678,533,764,457"
Netherlands,2005,male,5-14 years,11,1021870,0.891,"678,533,764,457"
Netherlands,2005,female,5-14 years,2,975331,0.891,"678,533,764,457"
Netherlands,2006,male,75+ years,95,389546,,"726,649,102,998"
Netherlands,2006,male,35-54 years,468,2508382,,"726,649,102,998"
Netherlands,2006,male,55-74 years,248,1623656,,"726,649,102,998"
Netherlands,2006,male,25-34 years,143,1044859,,"726,649,102,998"
Netherlands,2006,male,15-24 years,91,996333,,"726,649,102,998"
Netherlands,2006,female,55-74 years,141,1670944,,"726,649,102,998"
Netherlands,2006,female,35-54 years,27,2458615,,"726,649,102,998"
Netherlands,2006,female,75+ years,43,676057,,"726,649,102,998"
Netherlands,2006,female,25-34 years,51,1042374,,"726,649,102,998"
Netherlands,2006,female,15-24 years,34,963837,,"726,649,102,998"
Netherlands,2006,female,5-14 years,3,974095,,"726,649,102,998"
Netherlands,2006,male,5-14 years,1,1019999,,"726,649,102,998"
Netherlands,2007,male,75+ years,76,401873,,"839,419,655,078"
Netherlands,2007,male,35-54 years,427,2508053,,"839,419,655,078"
Netherlands,2007,male,55-74 years,25,1660580,,"839,419,655,078"
Netherlands,2007,male,25-34 years,114,1018680,,"839,419,655,078"
Netherlands,2007,female,55-74 years,124,1703333,,"839,419,655,078"
Netherlands,2007,male,15-24 years,72,1003453,,"839,419,655,078"
Netherlands,2007,female,35-54 years,171,2464793,,"839,419,655,078"
Netherlands,2007,female,75+ years,41,686244,,"839,419,655,078"
Netherlands,2007,female,25-34 years,48,1017477,,"839,419,655,078"
Netherlands,2007,female,15-24 years,22,970052,,"839,419,655,078"
Netherlands,2007,male,5-14 years,5,1018393,,"839,419,655,078"
Netherlands,2007,female,5-14 years,4,972473,,"839,419,655,078"
Netherlands,2008,male,75+ years,86,414420,,"936,228,211,513"
Netherlands,2008,male,35-54 years,462,2502579,,"936,228,211,513"
Netherlands,2008,male,55-74 years,252,1698728,,"936,228,211,513"
Netherlands,2008,male,25-34 years,119,1005566,,"936,228,211,513"
Netherlands,2008,female,55-74 years,153,1737666,,"936,228,211,513"
Netherlands,2008,female,35-54 years,184,2464321,,"936,228,211,513"
Netherlands,2008,male,15-24 years,67,1014326,,"936,228,211,513"
Netherlands,2008,female,75+ years,39,696023,,"936,228,211,513"
Netherlands,2008,female,25-34 years,41,1001975,,"936,228,211,513"
Netherlands,2008,female,15-24 years,31,980609,,"936,228,211,513"
Netherlands,2008,male,5-14 years,5,1018474,,"936,228,211,513"
Netherlands,2008,female,5-14 years,,972276,,"936,228,211,513"
Netherlands,2009,male,75+ years,96,427097,,"857,932,759,100"
Netherlands,2009,male,35-54 years,484,2493610,,"857,932,759,100"
Netherlands,2009,male,55-74 years,29,1737021,,"857,932,759,100"
Netherlands,2009,male,25-34 years,115,1003333,,"857,932,759,100"
Netherlands,2009,female,35-54 years,29,2458921,,"857,932,759,100"
Netherlands,2009,male,15-24 years,77,1025904,,"857,932,759,100"
Netherlands,2009,female,55-74 years,131,1773158,,"857,932,759,100"
Netherlands,2009,female,75+ years,48,705088,,"857,932,759,100"
Netherlands,2009,female,25-34 years,48,996321,,"857,932,759,100"
Netherlands,2009,female,15-24 years,24,991956,,"857,932,759,100"
Netherlands,2009,male,5-14 years,6,1017952,,"857,932,759,100"
Netherlands,2009,female,5-14 years,2,971815,,"857,932,759,100"
Netherlands,2010,male,35-54 years,496,2479310,0.909,"836,389,937,229"
Netherlands,2010,male,55-74 years,332,1774913,0.909,"836,389,937,229"
Netherlands,2010,male,75+ years,82,440573,0.909,"836,389,937,229"
Netherlands,2010,male,25-34 years,115,1005583,0.909,"836,389,937,229"
Netherlands,2010,male,15-24 years,97,1034368,0.909,"836,389,937,229"
Netherlands,2010,female,35-54 years,28,2448571,0.909,"836,389,937,229"
Netherlands,2010,female,55-74 years,143,1809756,0.909,"836,389,937,229"
Netherlands,2010,female,75+ years,46,714774,0.909,"836,389,937,229"
Netherlands,2010,female,25-34 years,53,997025,0.909,"836,389,937,229"
Netherlands,2010,female,15-24 years,26,1000536,0.909,"836,389,937,229"
Netherlands,2010,male,5-14 years,5,1015895,0.909,"836,389,937,229"
Netherlands,2010,female,5-14 years,1,970105,0.909,"836,389,937,229"
Netherlands,2011,male,35-54 years,54,2459735,0.919,"893,757,287,202"
Netherlands,2011,male,75+ years,91,455083,0.919,"893,757,287,202"
Netherlands,2011,male,55-74 years,316,1813398,0.919,"893,757,287,202"
Netherlands,2011,male,25-34 years,138,1010996,0.919,"893,757,287,202"
Netherlands,2011,female,55-74 years,161,1847013,0.919,"893,757,287,202"
Netherlands,2011,female,35-54 years,21,2433362,0.919,"893,757,287,202"
Netherlands,2011,male,15-24 years,85,1039605,0.919,"893,757,287,202"
Netherlands,2011,female,25-34 years,63,1002441,0.919,"893,757,287,202"
Netherlands,2011,female,75+ years,4,724633,0.919,"893,757,287,202"
Netherlands,2011,female,15-24 years,38,1004949,0.919,"893,757,287,202"
Netherlands,2011,male,5-14 years,3,1013127,0.919,"893,757,287,202"
Netherlands,2011,female,5-14 years,1,967820,0.919,"893,757,287,202"
Netherlands,2012,male,35-54 years,532,2436155,0.92,"828,946,812,397"
Netherlands,2012,male,75+ years,91,469742,0.92,"828,946,812,397"
Netherlands,2012,male,55-74 years,319,1852538,0.92,"828,946,812,397"
Netherlands,2012,male,25-34 years,143,1017789,0.92,"828,946,812,397"
Netherlands,2012,female,35-54 years,24,2414858,0.92,"828,946,812,397"
Netherlands,2012,female,55-74 years,182,1885068,0.92,"828,946,812,397"
Netherlands,2012,male,15-24 years,97,1041845,0.92,"828,946,812,397"
Netherlands,2012,female,75+ years,55,734017,0.92,"828,946,812,397"
Netherlands,2012,female,25-34 years,58,1008927,0.92,"828,946,812,397"
Netherlands,2012,female,15-24 years,33,1006742,0.92,"828,946,812,397"
Netherlands,2012,male,5-14 years,4,1008342,0.92,"828,946,812,397"
Netherlands,2012,female,5-14 years,2,963480,0.92,"828,946,812,397"
Netherlands,2013,male,35-54 years,555,2410644,0.92,"866,680,000,367"
Netherlands,2013,male,75+ years,19,485554,0.92,"866,680,000,367"
Netherlands,2013,male,55-74 years,49,1890352,0.92,"866,680,000,367"
Netherlands,2013,male,25-34 years,137,1024168,0.92,"866,680,000,367"
Netherlands,2013,female,55-74 years,186,1922945,0.92,"866,680,000,367"
Netherlands,2013,male,15-24 years,93,1044562,0.92,"866,680,000,367"
Netherlands,2013,female,35-54 years,29,2394702,0.92,"866,680,000,367"
Netherlands,2013,female,75+ years,59,744083,0.92,"866,680,000,367"
Netherlands,2013,female,15-24 years,46,1009345,0.92,"866,680,000,367"
Netherlands,2013,female,25-34 years,46,1014090,0.92,"866,680,000,367"
Netherlands,2013,male,5-14 years,4,1002074,0.92,"866,680,000,367"
Netherlands,2013,female,5-14 years,3,956989,0.92,"866,680,000,367"
Netherlands,2014,male,35-54 years,563,2410644,0.922,"879,635,084,125"
Netherlands,2014,male,55-74 years,391,1890352,0.922,"879,635,084,125"
Netherlands,2014,male,75+ years,97,485554,0.922,"879,635,084,125"
Netherlands,2014,male,25-34 years,117,1024168,0.922,"879,635,084,125"
Netherlands,2014,female,55-74 years,197,1922945,0.922,"879,635,084,125"
Netherlands,2014,female,35-54 years,228,2394702,0.922,"879,635,084,125"
